181,53,186,0,2,0
-1237.115,156.375,red,35,false
-665.0521,215.2291,white,25,false
-695.6563,238.7709,white,25,false
-695.6563,274.0834,white,25,false
-681.5313,299.9791,white,25,false
-660.3437,307.0416,white,25,false
-634.4479,304.6875,white,25,false
-606.1979,283.5,white,25,false
-610.9062,257.6041,white,25,false
-632.0938,215.2291,white,25,false
-632.0938,238.7709,white,25,false
-648.5729,257.6041,white,25,false
-257.7812,-60.20832,white,25,false
-286.0312,-43.72918,white,25,false
-236.5937,-27.25,white,25,false
-220.1145,-64.91669,white,25,false
-250.7188,-97.875,white,25,false
-278.9687,-86.10419,white,25,false
201.2812,205.8125,white,25,false
177.7396,238.7709,white,25,false
210.698,274.0834,white,25,false
238.9479,236.4166,white,25,false
1235.427,716.6666,red,50,false
1237.781,646.0416,red,50,false
1237.781,587.1875,red,50,false
1237.781,533.0416,red,50,false
1237.781,455.3541,red,50,false
1237.781,391.7916,red,50,false
1237.781,318.8125,red,50,false
1237.781,250.5416,red,50,false
1237.781,168.1459,red,50,false
1237.781,114,red,50,false
1237.781,52.79163,red,50,false
1237.781,-10.77081,red,50,false
1237.781,-107.2917,red,50,false
1233.073,-166.1458,red,50,false
1233.073,-236.7708,red,50,false
1233.073,-319.1667,red,50,false
1233.073,-394.5,red,50,false
1233.073,-467.4791,red,50,false
1233.073,-516.9166,red,50,false
1240.135,-568.7084,red,50,false
1230.719,-641.6875,red,50,false
1230.719,-728.7917,red,50,false
1228.365,-813.5417,red,50,false
1233.073,-64.91669,red,50,false
1814.552,707.25,red,50,false
1835.74,606.0209,red,50,false
1826.323,542.4584,red,50,false
1800.427,464.7709,red,50,false
1755.698,391.7916,red,50,false
1750.99,297.625,red,50,false
1750.99,231.7084,red,50,false
1791.01,161.0834,red,50,false
1831.031,95.16663,red,50,false
1863.99,48.08337,red,50,false
1951.094,-22.54169,red,50,false
1906.365,1,red,50,false
1993.469,-86.10419,red,50,false
2057.031,-123.7708,red,50,false
2052.323,-213.2292,red,50,false
1986.406,-316.8125,red,50,false
2017.01,-279.1458,red,50,false
1976.99,-345.0625,red,50,false
1904.01,-385.0833,red,50,false
1776.885,-441.5833,red,50,false
1640.344,-500.4375,red,50,false
1720.385,-467.4791,red,50,false
1859.281,-425.1042,red,50,false
1590.906,-538.1041,red,50,false
1567.365,-589.8959,red,50,false
1567.365,-625.2084,red,50,false
1581.49,-662.875,red,50,false
1628.573,-752.3333,red,50,false
1673.302,-792.3542,red,50,false
1734.51,-813.5417,red,50,false
1816.906,-844.1458,red,50,false
1621.51,-731.1458,red,50,false
5121.396,511.1667,red,50,false
5109.104,442.3333,red,50,false
5168.104,400.5417,red,50,false
5251.688,476.75,red,50,false
5197.604,550.5,red,50,false
5232.021,427.5833,red,50,false
5224.646,297.2917,red,50,false
5224.646,348.9167,red,50,false
5227.104,228.4583,red,50,false
5261.521,206.3333,red,50,false
5286.104,257.9583,red,50,false
5303.313,321.875,red,50,false
5647.479,-118.1667,red,50,false
5674.521,-76.375,red,50,false
5672.063,-7.541656,red,50,false
5608.146,46.54164,red,50,false
5664.688,85.875,red,50,false
5659.771,169.4583,red,50,false
5696.646,255.5,red,50,false
5743.354,245.6667,red,50,false
5745.813,309.5833,red,50,false
5797.438,287.4583,red,50,false
5812.188,196.5,red,50,false
5812.188,142.4166,red,50,false
5863.813,137.5,red,50,false
5881.021,31.79164,red,50,false
5883.479,90.79164,red,50,false
5839.229,-14.91666,red,50,false
5772.854,-14.91666,red,50,false
5814.646,51.45836,red,50,false
5777.771,122.75,red,50,false
5723.688,179.2917,red,50,false
5713.854,24.41666,red,50,false
5733.521,66.20836,red,50,false
6498.063,535.75,red,50,false
6424.313,543.125,red,50,false
6424.313,599.6667,red,50,false
6372.688,651.2917,red,50,false
6291.563,653.75,red,50,false
6291.563,609.5,red,50,false
6340.729,552.9583,red,50,false
6365.313,471.8333,red,50,false
6370.229,417.75,red,50,false
6402.188,410.375,red,50,false
6402.188,385.7917,red,50,false
6461.188,334.1667,red,50,false
6498.063,430.0417,red,50,false
6456.271,476.75,red,50,false
6207.979,-305,red,50,false
6232.563,-277.9583,red,50,false
6232.563,-204.2083,red,50,false
6232.563,-118.1667,red,50,false
6289.104,-118.1667,red,50,false
6323.521,19.5,red,50,false
6303.854,-44.41666,red,50,false
6389.896,-10,red,50,false
6394.813,-83.75,red,50,false
6353.021,-172.25,red,50,false
6409.563,-209.125,red,50,false
6387.438,-265.6667,red,50,false
6328.438,-324.6667,red,50,false
6284.188,-324.6667,red,50,false
6316.146,-221.4167,red,50,false
6286.646,-255.8333,red,50,false
6252.229,-359.0833,red,50,false
6982.354,191.5833,red,50,false
6958.641,262.7188,red,50,false
6976.079,346.9999,red,50,false
7045.829,384.7813,red,50,false
7060.36,503.9375,red,50,false
7095.235,454.5313,red,50,false
7127.204,376.0626,red,50,false
7127.204,300.5,red,50,false
7057.454,309.2188,red,50,false
7057.454,254,red,50,false
7112.672,207.5,red,50,false
7112.672,134.8438,red,50,false
7042.922,134.8438,red,50,false
7042.922,88.34373,red,50,false
7133.016,36.03123,red,50,false
7118.485,-7.562515,red,50,false
7074.891,-4.65625,red,50,false
7103.954,73.8125,red,50,false
6984.797,9.874985,red,50,false
7092.329,-103.4688,red,50,false
7127.204,-106.375,red,50,false
7042.922,-39.53125,red,50,false
6978.985,85.43752,red,50,false
7089.422,-208.0938,red,50,false
7008.047,-97.65622,red,50,false
7162.079,-181.9375,red,50,false
7162.079,-251.6875,red,50,false
7162.079,-304,red,50,false
7106.86,-286.5625,red,50,false
7042.922,-144.1563,red,50,false
7002.235,-167.4062,red,50,false
7002.235,-211,red,50,false
7031.297,-277.8438,red,50,false
7077.797,-353.4063,red,50,false
7089.422,-382.4688,red,50,false
7101.047,-414.4375,red,50,false
7176.61,-394.0938,red,50,false
7871.204,82.53125,yellow,35,false
2207.698,676.25,30,30,0
2248.239,676.25,30,30,0
2306.156,676.25,30,30,0
2375.656,676.25,30,30,0
2442.26,676.25,30,30,0
2546.51,676.25,30,30,0
2717.364,676.25,30,30,0
2749.219,676.25,30,30,0
2885.323,676.25,30,30,0
3012.739,676.25,30,30,0
3166.219,676.25,30,30,0
3166.219,676.25,30,30,0
3354.448,670.4583,30,30,0
3502.135,670.4583,30,30,0
3840.948,684.9375,30,30,0
4127.635,684.9375,30,30,0
4391.156,684.9375,30,30,0
4486.718,684.9375,30,30,0
2201.906,-256.2084,30,30,0
2251.135,-256.2084,30,30,0
2323.531,-256.2084,30,30,0
2477.01,-273.5834,30,30,0
2807.135,-276.4791,30,30,0
3006.948,-276.4791,30,30,0
