5,0,0,48,0,0
-567.0573,131.2083,red,35,false
-3823.242,2901,red,35,false
7153.711,3184.203,red,35,false
-3970.508,-3669.313,red,35,false
7425.586,-3725.953,red,35,false
-651.3672,442.7969,blue,35,1,0,135
-798.6328,374.8281,blue,35,1,0,135
-104.948,82.25,blue,35,1,0,135
-179.427,427.5625,blue,35,1,0,135
-50.78131,-215.6666,blue,35,1,0,135
653.3856,-100.5625,blue,35,1,0,135
-457.0312,-235.9791,blue,35,1,0,135
-951.3021,61.9375,blue,35,1,0,135
-538.2812,-59.9375,blue,35,1,0,135
457.0312,197.3543,blue,35,1,0,135
64.32284,454.6457,blue,35,1,0,135
1086.719,644.2292,blue,35,1,0,135
1641.927,393.7082,blue,35,1,0,135
1059.635,393.7082,blue,35,1,0,135
1310.156,-19.3125,blue,35,1,0,135
2589.844,-19.3125,blue,35,1,0,135
1960.156,-12.54161,blue,35,1,0,135
1960.156,569.75,blue,35,1,0,135
856.5103,41.625,blue,35,1,0,135
538.2815,617.1458,blue,35,1,0,135
2481.51,210.8957,blue,35,1,0,135
2170.052,711.9375,blue,35,1,0,135
2677.865,603.6042,blue,35,1,0,135
3192.448,210.8957,blue,35,1,0,135
2745.573,258.2918,blue,35,1,0,135
3070.573,786.4167,blue,35,1,0,135
3705.078,190.0624,blue,35,1,0,135
4813.672,147.0939,blue,35,1,0,135
3782.422,155.6875,blue,35,1,0,135
3584.766,593.9688,blue,35,1,0,135
4933.984,1204.125,blue,35,1,0,135
4358.203,740.0626,blue,35,1,0,135
3885.547,851.7813,blue,35,1,0,135
4117.578,585.3751,blue,35,1,0,135
5294.922,645.5313,blue,35,1,0,135
4383.984,293.1874,blue,35,1,0,135
2888.672,542.4063,blue,35,1,0,135
2055.078,430.6876,blue,35,1,0,135
6515.234,198.6564,blue,35,1,0,135
4633.203,568.1875,blue,35,1,0,135
5320.703,886.1561,blue,35,1,0,135
6360.547,1049.438,blue,35,1,0,135
5630.078,327.5626,blue,35,1,0,135
4719.141,1058.031,blue,35,1,0,135
5887.891,1272.875,blue,35,1,0,135
6059.766,783.0311,blue,35,1,0,135
7280.079,783.0311,blue,35,1,0,135
-3032.422,-2345.094,blue,35,1,0,135
