45,0,175,1,0,5,6,0,11
-265.7017,-73.47952,yellow,30,false
127.2988,128.2021,aqua,30,false
624.973,319.9985,blue,50,false
637.267,-358.4558,blue,50,false
1861.447,1785.195,red,35,false
2375.43,1440.45,purple,35,false
1904.353,1180.843,purple,35,false
2214.569,872.577,purple,35,false
2023.624,594.6002,purple,35,false
2178.447,341.1275,purple,35,false
2054.785,32.98834,purple,35,false
2393.34,-173.2356,yellow,50,false
2832.245,1805.405,black,300,true
3664.658,458.2251,black,300,true
3539.319,1205.356,black,150,true
2970.662,1359.308,yellow,30,false
3964.714,1780.175,yellow,30,false
4319.567,-50.5957,yellow,30,false
3084.266,603.223,yellow,30,false
3249.027,1845.932,green,30,false
4389.488,1220.919,green,30,false
3173.423,5.106628,green,30,false
3447.103,781.1442,blue,30,false
4338.756,304.8092,blue,30,false
3659.651,1623.399,blue,30,false
3189.045,1047.485,purple,30,false
3922.379,811.9979,purple,30,false
2795.171,262.4053,red,30,false
4048.072,1192.942,red,30,false
3358.43,360.8337,red,30,false
4101.98,-21.42163,red,30,false
3570.656,1927.496,red,30,false
3720.944,73.94659,orange,30,false
4267.914,779.2344,orange,30,false
4331.094,1548.623,orange,30,false
2754.423,842.3224,aqua,30,false
3318.672,1444.258,aqua,30,false
4026.974,470.5359,aqua,30,false
4537.99,97.02368,aqua,30,false
4422.059,1907.242,yellow,50,false
4556.299,611.145,green,30,false
-973.296,1216.394,green,30,false
-417.6604,1257.823,purple,30,false
-698.1696,1474.122,aqua,30,false
-654.0975,996.9225,orange,30,false
2466,1439.907
2461.595,1467.719
2448.812,1492.808
2428.901,1512.719
2403.812,1525.502
2376,1529.907
2348.188,1525.502
2323.099,1512.719
2303.188,1492.808
2290.405,1467.719
2286,1439.907
2290.405,1412.096
2303.188,1387.006
2323.099,1367.096
2348.188,1354.312
2376,1349.907
2403.812,1354.312
2428.901,1367.096
2448.812,1387.006
2461.595,1412.096
1994.655,1176.125
1990.25,1203.936
1977.466,1229.025
1957.555,1248.936
1932.466,1261.72
1904.655,1266.125
1876.843,1261.72
1851.754,1248.936
1831.843,1229.025
1819.06,1203.936
1814.655,1176.125
1819.06,1148.313
1831.843,1123.224
1851.754,1103.313
1876.843,1090.53
1904.655,1086.125
1932.466,1090.53
1957.555,1103.313
1977.466,1123.224
1990.25,1148.313
2304.563,870.656
2300.158,898.4675
2287.375,923.5567
2267.464,943.4675
2242.375,956.2511
2214.563,960.656
2186.752,956.2511
2161.663,943.4675
2141.752,923.5567
2128.968,898.4675
2124.563,870.656
2128.969,842.8445
2141.752,817.7553
2161.663,797.8445
2186.752,785.0609
2214.563,780.656
2242.375,785.0609
2267.464,797.8445
2287.375,817.7554
2300.158,842.8445
2114.873,592.2529
2110.468,620.0644
2097.685,645.1536
2077.774,665.0644
2052.685,677.848
2024.873,682.2529
1997.062,677.848
1971.973,665.0644
1952.062,645.1536
1939.278,620.0644
1934.873,592.2529
1939.278,564.4413
1952.062,539.3522
1971.973,519.4413
1997.062,506.6578
2024.873,502.2529
2052.685,506.6578
2077.774,519.4413
2097.685,539.3522
2110.468,564.4413
2268.714,336.1522
2264.309,363.9637
2251.526,389.0528
2231.615,408.9637
2206.526,421.7473
2178.714,426.1522
2150.903,421.7473
2125.813,408.9637
2105.903,389.0528
2093.119,363.9637
2088.714,336.1522
2093.119,308.3406
2105.903,283.2515
2125.813,263.3406
2150.903,250.5571
2178.714,246.1522
2206.526,250.5571
2231.615,263.3406
2251.526,283.2515
2264.309,308.3406
2145.219,32.19273
2140.814,60.00426
2128.031,85.09341
2108.12,105.0043
2083.031,117.7878
2055.219,122.1927
2027.408,117.7878
2002.319,105.0043
1982.408,85.0934
1969.624,60.00425
1965.219,32.19273
1969.624,4.381206
1982.408,-20.70795
2002.319,-40.61881
2027.408,-53.40235
2055.219,-57.80727
2083.031,-53.40235
2108.12,-40.61878
2128.031,-20.70791
2140.814,4.381209
4524.534,1910.003
4521.392,1934.872
4512.165,1958.178
4497.431,1978.458
4478.116,1994.436
4455.436,2005.109
4430.813,2009.806
4405.795,2008.232
4381.956,2000.486
4360.792,1987.054
4343.632,1968.781
4331.556,1946.815
4325.322,1922.536
4325.322,1897.47
4331.556,1873.19
4343.632,1851.224
4360.792,1832.952
4381.956,1819.52
4405.795,1811.774
4430.813,1810.2
4455.436,1814.897
4478.116,1825.57
4497.431,1841.548
4512.165,1861.828
4521.392,1885.134
4542.472,1907.277
4539.85,1932.226
4532.097,1956.085
4519.554,1977.811
4502.768,1996.454
4482.472,2011.2
4459.554,2021.403
4435.015,2026.619
4409.928,2026.619
4385.39,2021.403
4362.472,2011.2
4342.176,1996.454
4325.39,1977.811
4312.846,1956.085
4305.094,1932.226
4302.472,1907.277
4305.094,1882.327
4312.846,1858.468
4325.39,1836.742
4342.176,1818.099
4362.472,1803.354
4385.39,1793.15
4409.928,1787.934
4435.015,1787.934
4459.554,1793.15
4482.472,1803.354
4502.768,1818.099
4519.554,1836.742
4532.097,1858.468
4539.85,1882.327
1063.157,1788.938,orange,30,1137.609,-451.9757,115,true
-371.0411,570.8359,-659.2159,1237.973,red,30,20
-1275.769,875.5439,-656.4764,1227.28,yellow,30,20
61.94232,1334.625,-657.7742,1212.837,blue,30,20
-379.9084,1893.12,-653.3766,1210.002,green,30,20
-1214.731,1691.359,-669.6212,1228.794,purple,30,20
634.4062,-7.126954
689.4869,123.4952
593.4846,-149.8743
1449.263,1779.542
1276.902,1718.256
1631.425,1831.632
1498.202,1580.51,1882.675,-379.3501,true
2653.664,1339.677,2522.177,119.5157,true
4172.632,1864.13,4555.608,1590.447,true
-978.4384,1525.403,-361.2847,957.6324,true
-369.2148,1558.542,-925.5472,939.4413,true
3927.19,30.04279,4167.158,331.9955,true
-1441.915,2230.533,-1747.784,-622.0889,false
-1607.514,529.0989,-371.6573,-747.1529,false
-446.3073,-694.0932,4798.65,-285.4924,false
4646.845,2383.326,4786.479,-310.5756,false
-1438.74,2085.748,4658.523,2353.938,false
