2,0,0,0,0,23
-51.43226,88.23956,red,35,false
2560.979,55.54174,yellow,35,false
406.8699,92.52081,-44.76559,92.52081,red,35,5
343.2032,271.5833,-46.75524,98.48956,red,35,5
128.3282,416.8229,-50.73436,100.4792,red,35,5
-156.1823,363.1042,-62.67191,82.57294,red,35,5
-386.974,128.3333,-42.77603,90.53125,red,35,5
-267.5989,-184.0313,-40.78646,76.60419,red,35,5
130.3177,-231.7813,-54.71357,76.60419,red,35,5
363.099,-152.1979,-28.84892,92.52081,red,35,5
955.9948,68.64581,-56.70314,84.5625,red,35,10
747.0885,498.3958,-32.82813,88.54169,red,35,10
317.3385,703.3229,-48.7448,92.52081,red,35,10
-57.33332,771.6666,-67.99999,81,red,35,10
-457.3333,638.3334,-62.66671,97,red,35,10
-686.6667,294.3334,-78.66666,70.33337,red,35,10
-670.6667,-273.6667,-20.00002,97,red,35,10
-89.33334,-556.3334,-46.66665,59.66663,red,35,10
580,-369.6667,-44.00001,86.33337,red,35,10
686.7292,967.8749,-32.22926,75.37499,red,35,15
1727.979,70.41674,-57.02088,70.41674,red,35,15
582.6041,-812.1666,-32.22926,65.45825,red,35,15
-1023.896,-623.7499,-52.0626,75.37499,red,35,15
-1455.271,234.0417,-81.8125,40.66674,red,35,15
-741.2708,1245.542,-61.97916,100.1667,red,35,15
