2,0,0,150,0,0
-2924.74,379.125,red,35,false
13274.41,-3035.589,yellow,35,false
-2162.76,671.3125,blue,35,1,0,150
-2495.052,218.7084,blue,35,1,0,150
-2036.719,447.875,blue,35,1,0,150
-1927.865,155.6875,blue,35,1,0,150
-1475.26,149.9584,blue,35,1,0,150
-1589.844,487.9791,blue,35,1,0,150
-1125.781,631.2084,blue,35,1,0,150
-1595.573,751.5209,blue,35,1,0,150
-833.5938,384.8541,blue,35,1,0,150
-203.3855,705.6875,blue,35,1,0,150
-203.3855,361.9375,blue,35,1,0,150
174.7397,115.5834,blue,35,1,0,150
220.5731,333.2916,blue,35,1,0,150
518.4896,373.3959,blue,35,1,0,150
936.7189,797.3541,blue,35,1,0,150
999.7396,419.2291,blue,35,1,0,150
1658.594,631.2084,blue,35,1,0,150
1417.969,831.7291,blue,35,1,0,150
1521.094,321.8334,blue,35,1,0,150
867.9686,127.0416,blue,35,1,0,150
2094.01,121.3125,blue,35,1,0,150
2168.489,373.3959,blue,35,1,0,150
2071.094,848.9166,blue,35,1,0,150
2575.26,848.9166,blue,35,1,0,150
2810.156,654.125,blue,35,1,0,150
2573.828,413.7606,blue,35,1,0,150
2860.808,164.5418,blue,35,1,0,150
3397.005,360.8957,blue,35,1,0,150
2883.464,919.75,blue,35,1,0,150
3631.12,708.2917,blue,35,1,0,150
3531.901,949.9583,blue,35,1,-1,150
3184.505,768.7083,blue,35,1,-1,150
3682.943,489.2813,blue,35,1,-1,150
4022.787,912.198,blue,35,1,-1,150
3222.266,428.8644,blue,35,1,-1,150
3599.87,21.05197,blue,35,1,-1,150
3856.641,232.5106,blue,35,1,-1,150
4355.078,240.0625,blue,35,1,-1,150
4052.995,496.8332,blue,35,1,-1,150
4241.797,655.4269,blue,35,1,-1,150
4581.641,413.7606,blue,35,1,-1,150
4966.797,-235.7188,blue,35,1,-1,150
4491.016,-69.57303,blue,35,1,-1,150
3811.328,-326.3438,blue,35,1,-1,150
4068.099,-99.78125,blue,35,1,-1,150
4400.391,-492.4896,blue,35,1,-1,150
4808.203,-500.0416,blue,35,1,-1,150
3879.297,-847.4375,blue,35,1,-1,150
4619.401,-990.9271,blue,35,1,-1,150
4989.453,-960.7188,blue,35,1,-1,150
4649.609,-1338.323,blue,35,0,-1,150
4098.308,-1481.813,blue,35,0,-1,150
4128.516,-1889.625,blue,35,0,-1,150
