2,0,0,68,0,0
-947.4219,139.1875,red,35,false
5506.843,565.4585,red,35,false
-1484.573,541.7291,blue,35,1,0,55
-1409.99,-36.29169,blue,35,1,0,55
-749.9271,355.2709,blue,35,1,0,55
-608.2188,758.0209,blue,35,1,0,55
-608.2188,165.0834,blue,35,1,0,55
-306.1563,-81.04169,blue,35,1,0,55
-432.9479,340.3541,blue,35,1,0,55
167.4478,310.5209,blue,35,1,0,55
122.698,-32.5625,blue,35,1,0,55
-15.28136,668.5209,blue,35,1,0,55
767.8439,414.9375,blue,35,1,0,55
555.2813,83.04161,blue,35,1,0,55
-1119.115,407.4791,blue,35,1,0,55
-1753.073,284.4166,blue,35,1,0,55
-1096.74,-148.1667,blue,35,1,0,55
-66.29669,136.0416,blue,35,1,0,55
-374.9635,507.4063,blue,35,1,0,55
690.9008,507.4063,blue,35,1,0,55
546.2136,772.6666,blue,35,1,0,55
348.474,661.7397,blue,35,1,0,55
898.2866,15.46875,blue,35,1,0,55
401.5259,275.9063,blue,35,1,0,55
1732.651,724.4375,blue,35,1,0,55
1153.901,724.4375,blue,35,1,0,55
1216.599,473.6459,blue,35,1,0,55
1346.818,603.8647,blue,35,1,0,55
965.8071,271.0834,blue,35,1,0,55
1264.828,222.8541,blue,35,1,0,55
1602.432,150.5103,blue,35,1,0,55
1612.078,372.3647,blue,35,1,0,55
2118.484,410.9478,blue,35,1,0,55
2118.484,820.8959,blue,35,1,0,55
1973.797,676.2084,blue,35,1,0,55
2118.484,126.3959,blue,35,1,0,55
2446.25,636.5,blue,35,1,0,55
2482.417,1158.333,blue,35,1,0,55
2465.797,283.8126,blue,35,1,0,55
2686.39,645.8125,blue,35,1,0,55
2126.422,606.2188,blue,35,1,0,55
1707.859,651.4687,blue,35,1,0,55
-769.5781,606.2188,blue,35,1,0,65
-916.6405,-15.96875,blue,35,1,0,65
-1380.453,114.1251,blue,35,1,0,65
-1369.14,685.4062,blue,35,1,0,65
-1985.672,685.4062,blue,35,1,0,65
-1963.047,29.28134,blue,35,1,0,65
-978.8594,-276.1563,blue,35,1,0,65
491.7654,470.4688,blue,35,1,0,65
-73.85952,476.125,blue,35,1,0,65
893.3594,849.4375,blue,35,1,0,65
899.0156,589.2501,blue,35,1,0,65
825.4841,204.625,blue,35,1,0,65
1606.047,17.96875,blue,35,1,0,65
1815.328,283.8126,blue,35,1,0,65
1413.734,990.8437,blue,35,1,0,65
2397.922,481.7812,blue,35,1,0,65
-705.6772,-143.2291,blue,35,1,0,75
-241.6355,113.875,blue,35,1,0,75
-216.5521,715.875,blue,35,1,0,75
410.5315,835.0208,blue,35,1,0,75
303.9273,508.9375,blue,35,1,0,75
717.8018,697.0625,blue,35,1,0,75
1238.281,897.7292,blue,35,1,0,75
1407.594,289.4583,blue,35,1,0,75
1225.74,69.97926,blue,35,1,0,75
-2041.365,352.1667,blue,35,1,0,75
2341.948,-61.70838,blue,35,1,0,75
2103.656,1067.042,blue,35,1,0,75
