8,0,0,0,0,65
-9182.894,936.0727,red,40,false
-7440.621,952.057,black,400,true
-4979.062,872.1361,black,500,true
-519.4847,760.2474,black,450,true
-3044.98,1335.676,orange,50,false
-3060.964,856.1518,orange,50,false
-3044.98,328.6752,orange,50,false
1894.122,696.3101,yellow,60,false
-7744.32,952.057,-7472.589,984.0249,aqua,40,40
-7808.257,1111.898,-7456.605,920.0884,aqua,40,40
-7808.257,1271.74,-7456.605,936.0727,aqua,40,40
-7664.399,1431.581,-7456.605,936.0727,aqua,40,40
-7424.637,1175.835,-7408.653,904.1041,aqua,40,40
-7232.828,1207.803,-7440.621,952.057,aqua,40,40
-6993.065,1143.867,-7408.653,936.0727,aqua,40,40
-6817.24,968.0413,-7392.669,952.057,aqua,40,40
-7168.891,888.1204,-7424.637,888.1204,aqua,40,40
-7088.969,648.3579,-7440.621,904.1041,aqua,40,40
-7200.859,360.6431,-7456.605,888.1204,aqua,40,40
-7392.669,216.7857,-7456.605,904.1041,aqua,40,40
-7408.653,648.3579,-7456.605,888.1204,aqua,40,40
-7728.336,536.4691,-7424.637,872.1361,aqua,40,40
-7952.114,616.39,-7424.637,904.1041,aqua,40,40
-8064.002,888.1204,-7424.637,904.1041,aqua,40,40
-5410.634,856.1518,-4995.046,856.1518,blue,50,42
-5410.634,1063.946,-5011.03,840.1675,blue,50,42
-5250.792,1351.661,-4995.046,856.1518,blue,50,42
-4851.189,1623.391,-4979.062,856.1518,blue,50,42
-4355.681,1671.343,-5011.03,888.1204,blue,50,42
-3892.14,1415.597,-5027.015,840.1675,blue,50,42
-3748.283,840.1675,-4979.062,840.1675,blue,50,42
-4659.379,840.1675,-4963.078,840.1675,blue,50,42
-4627.411,440.564,-5011.03,808.1996,blue,50,42
-5170.872,184.8178,-4979.062,824.1839,blue,50,42
-5650.396,200.8021,-4979.062,840.1675,blue,50,42
-5970.08,632.3736,-4963.078,824.1839,blue,50,42
-6161.889,1239.772,-4979.062,872.1361,blue,50,42
-5938.111,1991.027,-4963.078,872.1361,blue,50,42
-4931.11,1239.772,-4995.046,872.1361,blue,50,42
-4419.617,1063.946,-4963.078,888.1204,blue,50,42
-4179.855,488.5162,-4947.094,856.1518,blue,50,42
-4579.459,-278.7226,-4979.062,808.1996,blue,50,42
-5314.729,-438.564,-4979.062,824.1839,blue,50,42
-6081.968,-422.58,-4979.062,856.1518,blue,50,42
-4259.775,24.97611,-4995.046,840.1675,blue,50,42
-5122.92,488.5162,-4931.11,856.1518,blue,50,42
-5794.254,984.0249,-4979.062,856.1518,blue,50,42
-5426.619,1751.264,-4915.126,888.1204,blue,50,42
-823.1834,744.2631,-535.4689,744.2631,red,50,45
-1030.977,632.3736,-519.4847,744.2631,red,50,45
-1206.803,424.5797,-503.5006,776.231,red,50,45
-1334.676,136.8656,-519.4847,696.3101,red,50,45
-1430.581,-278.7226,-471.5324,728.2787,red,50,45
-1478.534,-678.3262,-567.4371,760.2474,red,50,45
-503.5006,1095.914,-471.5324,760.2474,red,50,45
-727.2788,1287.724,-487.5165,808.1996,red,50,45
-1030.977,1399.613,-455.5483,712.2944,red,50,45
-1478.534,1351.661,-519.4847,792.2153,red,50,45
-1942.074,1095.914,-471.5324,808.1996,red,50,45
-2389.63,760.2474,-535.4689,760.2474,red,50,45
7.992053,808.1996,-455.5483,776.231,red,50,45
167.8331,1319.692,-359.643,776.231,red,50,45
263.7391,1847.169,-519.4847,776.231,red,50,45
-279.7225,2294.725,-455.5483,696.3101,red,50,45
-1062.946,2614.408,-551.4529,760.2474,red,50,45
103.8967,2166.852,-535.4689,744.2631,red,50,45
-119.8808,216.7857,-535.4689,808.1996,red,50,45
-311.6907,440.564,-535.4689,792.2153,red,50,45
-215.7861,-134.8652,-503.5006,632.3736,red,50,45
-359.643,-454.5483,-519.4847,728.2787,red,50,45
247.755,88.91265,-407.596,744.2631,red,50,45
839.1682,296.7066,-439.5642,696.3101,red,50,45
1174.834,616.39,-471.5324,696.3101,red,50,45
